timestamp_s,gx_rad_s,gy_rad_s,gz_rad_s,ax_m_s2,ay_m_s2,az_m_s2,gx_raw,gy_raw,gz_raw,ax_raw,ay_raw,az_raw
0.295754,-1.125213,0.605978,-0.318871,8.067764,-1.773687,5.285157,-921,496,-261,6741,-1482,4416
0.296104,-1.071457,0.605978,-0.273667,8.095290,-1.789246,5.281567,-877,496,-224,6764,-1495,4413
0.296415,-1.056796,0.636521,-0.326202,8.001939,-1.944833,5.343801,-865,521,-267,6686,-1625,4465
0.296758,-1.033583,0.621860,-0.349415,8.027072,-1.899353,5.337817,-846,509,-286,6707,-1587,4460
0.297100,-1.033583,0.598647,-0.326202,8.100078,-1.876614,5.335424,-846,490,-267,6768,-1568,4458
0.297416,-0.981049,0.568104,-0.394619,8.077338,-1.966375,5.379706,-803,465,-323,6749,-1643,4495
0.297758,-0.988379,0.636521,-0.302989,8.053402,-2.022626,5.535293,-809,521,-248,6729,-1690,4625
0.298100,-1.018922,0.636521,-0.280998,8.042630,-2.118371,5.599921,-834,521,-230,6720,-1770,4679
0.298416,-1.003040,0.591317,-0.311541,7.993561,-2.026216,5.574788,-821,484,-255,6679,-1693,4658
0.298762,-1.033583,0.537561,-0.356745,8.033056,-2.009461,5.598724,-846,440,-292,6712,-1679,4678
0.298945,-0.919962,0.546113,-0.342084,8.028269,-2.057334,5.599921,-753,447,-280,6708,-1719,4679
0.299287,-0.912632,0.537561,-0.302989,8.047418,-2.102813,5.553245,-747,440,-248,6724,-1757,4640
0.299579,-0.905302,0.537561,-0.349415,7.988774,-2.075286,5.601118,-741,440,-286,6675,-1734,4680
0.300084,-0.896749,0.546113,-0.349415,7.940901,-2.112387,5.638219,-734,447,-286,6635,-1765,4711
0.300263,-0.874758,0.537561,-0.326202,7.968428,-2.208133,5.586756,-716,440,-267,6658,-1845,4668
0.300581,-0.889419,0.499687,-0.318871,7.980396,-2.174622,5.658565,-728,409,-261,6668,-1817,4728
0.300924,-0.799011,0.522900,-0.349415,7.830793,-2.185393,5.659762,-654,428,-286,6543,-1826,4729
0.301270,-0.813672,0.485027,-0.288328,7.870288,-2.230872,5.629841,-666,397,-236,6576,-1864,4704
0.301578,-0.821002,0.492357,-0.326202,7.841565,-2.244038,5.742342,-672,403,-267,6552,-1875,4798
0.301925,-0.821002,0.499687,-0.302989,7.818825,-2.196165,5.720800,-672,409,-248,6533,-1835,4780
0.302267,-0.813672,0.546113,-0.280998,7.714702,-2.159063,5.717209,-666,447,-230,6446,-1804,4777
0.302575,-0.799011,0.492357,-0.311541,7.705127,-2.277548,5.780641,-654,403,-255,6438,-1903,4830
0.302916,-0.790459,0.439823,-0.333532,7.776936,-2.251218,5.846466,-647,360,-273,6498,-1881,4885
0.303257,-0.768468,0.477696,-0.326202,7.691962,-2.303879,5.745933,-629,391,-267,6427,-1925,4801
0.303579,-0.775798,0.530231,-0.273667,7.610578,-2.215314,5.796199,-635,434,-224,6359,-1851,4843
0.303929,-0.714712,0.439823,-0.326202,7.725473,-2.295501,5.884764,-585,360,-267,6455,-1918,4917
0.304260,-0.722042,0.469144,-0.288328,7.640499,-2.277548,5.859631,-591,384,-236,6384,-1903,4896
0.304579,-0.714712,0.461814,-0.333532,7.665632,-2.241644,5.882370,-585,378,-273,6405,-1873,4915
0.304922,-0.669508,0.431270,-0.295659,7.598610,-2.320634,5.943408,-548,353,-242,6349,-1939,4966
0.305265,-0.700051,0.431270,-0.311541,7.599807,-2.261990,5.938621,-573,353,-255,6350,-1890,4962
0.305419,-0.700051,0.431270,-0.302989,7.542360,-2.367310,5.907504,-573,353,-248,6302,-1978,4936
0.305753,-0.653625,0.409279,-0.288328,7.536376,-2.261990,5.899126,-535,335,-236,6297,-1890,4929
0.306257,-0.646295,0.386067,-0.273667,7.551934,-2.355342,5.929046,-529,316,-224,6310,-1968,4954
0.306579,-0.570548,0.469144,-0.311541,7.529195,-2.440316,5.915881,-467,384,-255,6291,-2039,4943
0.306758,-0.608421,0.371406,-0.265115,7.449008,-2.319437,5.918275,-498,304,-217,6224,-1938,4945
0.307101,-0.608421,0.378736,-0.257785,7.536376,-2.308666,5.866812,-498,310,-211,6297,-1929,4902
0.307577,-0.585208,0.378736,-0.356745,7.452598,-2.301485,5.830907,-479,310,-292,6227,-1923,4872
0.307925,-0.608421,0.378736,-0.265115,7.431055,-2.299091,5.946999,-498,310,-217,6209,-1921,4969
0.308104,-0.563217,0.447153,-0.205251,7.432252,-2.239250,5.958967,-461,366,-168,6210,-1871,4979
0.308415,-0.577878,0.386067,-0.342084,7.393954,-2.357735,5.988887,-473,316,-280,6178,-1970,5004
0.308758,-0.563217,0.386067,-0.394619,7.358049,-2.272761,5.954180,-461,316,-323,6148,-1899,4975
0.309106,-0.593761,0.423940,-0.273667,7.331719,-2.299091,6.087027,-486,347,-224,6126,-1921,5086
0.309419,-0.540004,0.348193,-0.318871,7.253926,-2.387656,6.128915,-442,285,-261,6061,-1995,5121
0.309762,-0.547335,0.332310,-0.371406,7.320948,-2.334996,6.106176,-448,272,-304,6117,-1951,5102
0.309944,-0.532674,0.355523,-0.257785,7.276666,-2.354145,6.156442,-436,291,-211,6080,-1967,5144
0.310289,-0.449596,0.302989,-0.295659,7.262304,-2.320634,6.203118,-368,248,-242,6068,-1939,5183
0.310644,-0.494800,0.340863,-0.311541,7.244351,-2.350554,6.157639,-405,279,-255,6053,-1964,5145
0.310987,-0.464257,0.317650,-0.342084,7.256320,-2.397230,6.227054,-380,260,-280,6063,-2003,5203
0.311329,-0.456927,0.332310,-0.280998,7.330523,-2.405608,6.351524,-374,272,-230,6125,-2010,5307
0.311677,-0.441044,0.272446,-0.371406,7.293421,-2.386459,6.300060,-361,223,-304,6094,-1994,5264
0.312020,-0.502131,0.340863,-0.333532,7.270682,-2.354145,6.344343,-411,279,-273,6075,-1967,5301
0.312364,-0.509461,0.279776,-0.318871,7.274272,-2.422364,6.362295,-417,229,-261,6078,-2024,5316
0.312706,-0.464257,0.287106,-0.311541,7.228793,-2.412789,6.485568,-380,235,-255,6040,-2016,5419
0.313049,-0.464257,0.340863,-0.288328,7.225202,-2.419970,6.479583,-380,279,-236,6037,-2022,5414
0.313391,-0.478918,0.355523,-0.265115,7.298208,-2.501354,6.465222,-392,291,-217,6098,-2090,5402
0.313740,-0.381180,0.310319,-0.250455,7.182117,-2.385262,6.516685,-312,254,-205,6001,-1993,5445
0.313923,-0.381180,0.294437,-0.349415,7.302996,-2.568376,6.578920,-312,241,-286,6102,-2146,5497
0.314270,-0.388510,0.302989,-0.295659,7.270682,-2.467843,6.487961,-318,248,-242,6075,-2062,5421
0.314579,-0.372627,0.263894,-0.333532,7.251532,-2.443906,6.543015,-305,216,-273,6059,-2042,5467
0.314921,-0.334754,0.317650,-0.295659,7.250336,-2.508535,6.592085,-274,260,-242,6058,-2096,5508
0.315264,-0.350636,0.302989,-0.288328,7.231186,-2.551620,6.630383,-287,248,-236,6042,-2132,5540
0.315579,-0.296880,0.263894,-0.295659,7.033711,-2.557604,6.620808,-243,216,-242,5877,-2137,5532
0.315925,-0.320093,0.302989,-0.311541,7.056451,-2.593509,6.666287,-262,248,-255,5896,-2167,5570
0.316267,-0.365297,0.287106,-0.318871,7.330523,-2.683270,6.732113,-299,235,-261,6125,-2242,5625
0.316581,-0.289550,0.279776,-0.250455,7.358049,-2.494173,6.770411,-237,229,-205,6148,-2084,5657
0.316927,-0.228463,0.279776,-0.295659,7.429859,-2.506141,6.791954,-187,229,-242,6208,-2094,5675
0.317271,-0.228463,0.294437,-0.333532,7.350868,-2.459465,6.824268,-187,241,-273,6142,-2055,5702
0.317579,-0.244346,0.302989,-0.280998,7.331719,-2.519306,6.857779,-200,248,-230,6126,-2105,5730
0.317921,-0.228463,0.348193,-0.243124,7.320948,-2.526487,6.870944,-187,285,-199,6117,-2111,5741
0.318263,-0.175929,0.324980,-0.295659,7.348475,-2.616249,6.835039,-144,266,-242,6140,-2186,5711
0.318580,-0.206472,0.317650,-0.302989,7.343688,-2.564785,6.845810,-169,260,-248,6136,-2143,5720
0.318922,-0.152716,0.310319,-0.250455,7.246745,-2.642579,6.808709,-125,254,-205,6055,-2208,5689
0.319101,-0.197920,0.317650,-0.318871,7.273075,-2.649759,6.732113,-162,260,-261,6077,-2214,5625
0.319579,-0.213803,0.324980,-0.333532,7.122276,-2.794575,6.753655,-175,266,-273,5951,-2335,5643
0.319922,-0.168599,0.272446,-0.243124,7.207250,-2.806543,6.789560,-138,223,-199,6022,-2345,5673
0.320101,-0.168599,0.263894,-0.265115,7.208447,-2.762261,6.777592,-138,216,-217,6023,-2308,5663
0.320403,-0.091630,0.226020,-0.326202,7.209644,-2.908273,6.775198,-75,185,-267,6024,-2430,5661
0.320734,-0.190590,0.310319,-0.196698,7.166558,-2.956145,6.687830,-156,254,-161,5988,-2470,5588
0.321047,-0.138055,0.310319,-0.280998,7.097143,-2.920241,6.728522,-113,254,-230,5930,-2440,5622
0.321384,-0.122173,0.279776,-0.288328,7.085174,-3.017183,6.715357,-100,229,-236,5920,-2521,5611
0.321728,-0.114843,0.234572,-0.302989,7.091159,-3.054285,6.681846,-94,192,-248,5925,-2552,5583
0.322079,-0.091630,0.317650,-0.257785,7.101930,-3.041120,6.633973,-75,260,-211,5934,-2541,5543
0.322416,-0.122173,0.287106,-0.265115,7.095946,-3.061466,6.647138,-100,235,-217,5929,-2558,5554
0.322758,-0.023213,0.241902,-0.318871,7.021743,-3.124897,6.571739,-19,198,-261,5867,-2611,5491
0.322941,-0.039095,0.226020,-0.280998,7.094749,-3.135668,6.642351,-32,185,-230,5928,-2620,5550
0.323283,-0.091630,0.263894,-0.182038,7.089962,-3.098567,6.666287,-75,216,-149,5924,-2589,5570
0.324496,-0.114843,0.294437,-0.227242,7.118685,-3.141653,6.653122,-94,241,-186,5948,-2625,5559
0.324500,-0.031765,0.263894,-0.227242,7.042089,-3.110535,6.578920,-26,216,-186,5884,-2599,5497
0.324501,-0.008552,0.294437,-0.196698,7.155787,-3.254154,6.578920,-7,241,-161,5979,-2719,5497
0.324682,-0.015882,0.287106,-0.257785,7.176133,-3.138062,6.598069,-13,235,-211,5996,-2622,5513
0.325024,0.006109,0.287106,-0.250455,7.172542,-3.169179,6.611234,5,235,-205,5993,-2648,5524
0.325366,0.006109,0.263894,-0.167377,7.119882,-3.201494,6.650729,5,216,-137,5949,-2675,5557
0.325710,0.067195,0.241902,-0.212581,7.130654,-3.260138,6.599265,55,198,-174,5958,-2724,5514
0.325891,0.045204,0.249233,-0.205251,7.171345,-3.233808,6.650729,37,204,-168,5992,-2702,5557
0.326233,0.083078,0.256563,-0.128282,7.129457,-3.267319,6.596872,68,210,-105,5957,-2730,5512
0.326582,0.128282,0.263894,-0.182038,7.074403,-3.306814,6.765623,105,216,-149,5911,-2763,5653
0.326925,0.135612,0.234572,-0.243124,7.206053,-3.343915,6.740490,111,192,-199,6021,-2794,5632
0.327268,0.234572,0.234572,-0.219911,7.201266,-3.328356,6.787166,192,192,-180,6017,-2781,5671
0.327582,0.196698,0.263894,-0.128282,7.179723,-3.300830,6.824268,161,216,-105,5999,-2758,5702
0.327924,0.219911,0.249233,-0.136834,7.259910,-3.400166,6.896077,180,204,-112,6066,-2841,5762
0.328267,0.234572,0.287106,-0.106290,7.245548,-3.346309,6.960705,192,235,-87,6054,-2796,5816
0.328579,0.326202,0.234572,-0.113621,7.256320,-3.395378,6.995413,267,192,-93,6063,-2837,5845
0.328763,0.348193,0.256563,-0.106290,7.232383,-3.335537,7.031318,285,210,-87,6043,-2787,5875
0.329269,0.401949,0.226020,-0.151494,7.258713,-3.337931,6.993019,329,185,-124,6065,-2789,5843
0.329588,0.386067,0.279776,-0.075747,7.220415,-3.267319,7.086371,316,229,-62,6033,-2730,5921
0.329776,0.423940,0.272446,-0.037874,7.184510,-3.170376,7.148606,347,223,-31,6003,-2649,5973
0.330117,0.454483,0.256563,-0.052534,7.269485,-3.161998,7.206053,372,210,-43,6074,-2642,6021
0.330472,0.538783,0.211359,-0.068417,7.142622,-3.147637,7.186904,441,173,-56,5968,-2630,6005
0.330991,0.560774,0.263894,-0.037874,7.177330,-3.077024,7.191691,459,216,-31,5997,-2571,6009
0.331340,0.553443,0.279776,-0.075747,7.213234,-3.081812,7.206053,453,229,-62,6027,-2575,6021
0.331527,0.645073,0.234572,-0.045204,7.189298,-2.885533,7.148606,528,192,-37,6007,-2411,5973
0.331877,0.636521,0.218690,-0.021991,7.082781,-2.836463,7.206053,521,179,-18,5918,-2370,6021
0.332228,0.614530,0.294437,-0.075747,7.207250,-2.780213,7.180920,503,241,-62,6022,-2323,6000
0.332577,0.720820,0.249233,-0.045204,7.156984,-2.765851,7.151000,590,204,-37,5980,-2311,5975
0.332926,0.728151,0.249233,-0.007330,7.139031,-2.659334,7.225202,596,204,-6,5965,-2222,6037
0.333277,0.728151,0.355523,0.007330,7.086371,-2.631807,7.207250,596,291,6,5921,-2199,6022
0.333431,0.766024,0.324980,0.023213,7.125866,-2.459465,7.160574,627,266,19,5954,-2055,5983
0.333784,0.728151,0.226020,-0.007330,7.033711,-2.331405,7.118685,596,185,-6,5877,-1948,5948
0.334138,0.781907,0.294437,-0.030543,7.113898,-2.330209,7.160574,640,241,-25,5944,-1947,5983
0.334481,0.849102,0.317650,-0.037874,7.168952,-2.257203,7.166558,695,260,-31,5990,-1886,5988
0.334827,0.857654,0.263894,0.037874,7.154590,-2.038184,7.170149,702,216,31,5978,-1703,5991
0.335182,0.849102,0.287106,0.015882,7.139031,-2.069302,7.141425,695,235,13,5965,-1729,5967
0.335370,0.849102,0.310319,-0.061086,7.123473,-1.935258,7.133047,695,254,-50,5952,-1617,5960
0.335723,0.857654,0.256563,-0.007330,7.183314,-1.870630,7.137834,702,210,-6,6002,-1563,5964
0.336057,0.895528,0.272446,0.023213,7.147409,-1.879007,7.000200,733,223,19,5972,-1570,5849
0.336411,0.872315,0.279776,-0.021991,7.168952,-1.742570,7.039695,714,229,-18,5990,-1456,5882
0.336762,0.910188,0.317650,-0.068417,7.135441,-1.738979,7.069616,745,260,-56,5962,-1453,5907
0.336950,0.926071,0.302989,0.007330,7.113898,-1.585787,7.130654,758,248,6,5944,-1325,5958
0.337297,0.956614,0.279776,-0.014661,7.124669,-1.552276,6.977461,783,229,-12,5953,-1297,5830
0.337620,0.933401,0.340863,-0.090408,7.094749,-1.524749,6.966689,764,279,-74,5928,-1274,5821
0.337965,0.963945,0.287106,-0.007330,7.068419,-1.492435,6.925997,789,235,-6,5906,-1247,5787
0.338320,0.971275,0.362854,0.037874,7.080387,-1.456530,6.955918,795,297,31,5916,-1217,5812
0.338672,1.039692,0.348193,-0.037874,7.099536,-1.354800,6.866156,851,285,-31,5932,-1132,5737
0.339023,0.985936,0.332310,-0.061086,7.020546,-1.460120,6.929588,807,272,-50,5866,-1220,5790
0.339211,0.971275,0.355523,-0.007330,6.958311,-1.407460,6.930785,795,291,-6,5814,-1176,5791
0.339564,0.963945,0.348193,-0.037874,7.018152,-1.314108,6.886502,789,285,-31,5864,-1098,5754
0.339918,1.009149,0.310319,-0.098960,7.069616,-1.352407,6.936769,826,254,-81,5907,-1130,5796
0.340272,1.016479,0.324980,-0.021991,6.982248,-1.340438,6.858975,832,266,-18,5834,-1120,5731
0.340591,1.084896,0.302989,-0.090408,7.001397,-1.383524,6.941556,888,248,-74,5850,-1156,5800
0.340946,1.092226,0.340863,-0.068417,6.973870,-1.378737,6.879321,894,279,-56,5827,-1152,5748
0.341299,1.070235,0.310319,-0.106290,7.018152,-1.347619,6.878125,876,254,-87,5864,-1126,5747
0.341655,1.062905,0.310319,-0.090408,6.915226,-1.364375,6.835039,870,254,-74,5778,-1140,5711
0.341843,1.009149,0.324980,-0.136834,6.977461,-1.375146,6.914029,826,266,-112,5830,-1149,5777
0.342195,1.077565,0.310319,-0.120951,7.000200,-1.497222,6.896077,882,254,-99,5849,-1251,5762
0.342545,1.169195,0.279776,-0.083078,6.896077,-1.443365,6.925997,957,229,-68,5762,-1206,5787
0.342894,1.169195,0.348193,-0.144164,6.896077,-1.470892,6.931981,957,285,-118,5762,-1229,5792
0.343243,1.122769,0.332310,-0.120951,6.948737,-1.442168,6.970280,919,272,-99,5806,-1205,5824
0.343585,1.214399,0.340863,-0.136834,6.882912,-1.484057,6.892486,994,279,-112,5751,-1240,5759
0.343771,1.183856,0.310319,-0.106290,6.882912,-1.541504,7.000200,969,254,-87,5751,-1288,5849
0.344124,1.221729,0.310319,-0.136834,6.897274,-1.534323,6.960705,1000,254,-112,5763,-1282,5816
0.344473,1.214399,0.302989,-0.189368,6.915226,-1.608526,7.088765,994,248,-155,5778,-1344,5923
0.344824,1.176525,0.348193,-0.128282,6.910439,-1.677942,7.139031,963,285,-105,5774,-1402,5965
0.345173,1.266933,0.294437,-0.212581,6.872140,-1.603739,7.024137,1037,241,-174,5742,-1340,5869
0.345523,1.266933,0.272446,-0.090408,6.892486,-1.645628,7.166558,1037,223,-74,5759,-1375,5988
0.345874,1.266933,0.324980,-0.158825,6.916423,-1.694697,7.074403,1037,266,-130,5779,-1416,5911
0.346220,1.351233,0.294437,-0.235794,6.963099,-1.718634,7.134244,1106,241,-193,5818,-1436,5961
0.346409,1.343902,0.287106,-0.243124,7.063632,-1.724618,7.086371,1100,235,-199,5902,-1441,5921
0.346921,1.320690,0.287106,-0.158825,7.008578,-1.700681,7.088765,1081,235,-130,5856,-1421,5923
0.347087,1.290146,0.371406,-0.158825,7.112701,-1.632462,7.094749,1056,304,-130,5943,-1364,5928
0.347419,1.304807,0.355523,-0.212581,7.117489,-1.746160,6.961902,1068,291,-174,5947,-1459,5817
0.347765,1.320690,0.332310,-0.196698,7.228793,-1.706665,6.952327,1081,272,-161,6040,-1426,5809
0.348111,1.275486,0.324980,-0.167377,7.190495,-1.797624,6.891290,1044,266,-137,6008,-1502,5758
0.348420,1.343902,0.317650,-0.243124,7.237171,-1.876614,6.891290,1100,260,-199,6047,-1568,5758
0.348769,1.275486,0.294437,-0.219911,7.264697,-1.835922,6.863763,1044,241,-180,6070,-1534,5735
0.349115,1.297477,0.324980,-0.196698,7.244351,-1.846693,6.808709,1062,266,-161,6053,-1543,5689
0.349418,1.351233,0.340863,-0.182038,7.225202,-1.883795,6.874534,1106,279,-149,6037,-1574,5744
0.349763,1.343902,0.324980,-0.257785,7.256320,-1.950817,6.838629,1100,266,-211,6063,-1630,5714
0.350107,1.328020,0.332310,-0.144164,7.249139,-1.968769,6.880518,1087,272,-118,6057,-1645,5749
0.350416,1.335350,0.302989,-0.196698,7.159377,-1.968769,6.868550,1093,248,-161,5982,-1645,5739
0.350760,1.450193,0.302989,-0.311541,7.204856,-2.056137,6.820677,1187,248,-255,6020,-1718,5699
0.351104,1.412319,0.324980,-0.250455,7.154590,-1.953210,6.771608,1156,266,-205,5978,-1632,5658
0.351422,1.441641,0.249233,-0.243124,7.151000,-1.986721,6.695011,1180,204,-199,5975,-1660,5594
0.351913,1.396437,0.310319,-0.205251,7.038498,-1.983131,6.630383,1143,254,-168,5881,-1657,5540
0.352096,1.373224,0.310319,-0.273667,7.063632,-2.083664,6.602856,1124,254,-224,5902,-1741,5517
0.352446,1.403767,0.317650,-0.227242,7.008578,-2.173425,6.554983,1149,260,-186,5856,-1816,5477
0.352808,1.389106,0.279776,-0.273667,6.900864,-2.127946,6.499929,1137,229,-224,5766,-1778,5431
0.352995,1.373224,0.294437,-0.273667,6.994216,-2.101616,6.499929,1124,241,-224,5844,-1756,5431
0.353341,1.464854,0.263894,-0.280998,7.004987,-2.069302,6.307241,1199,216,-230,5853,-1729,5270
0.353689,1.412319,0.279776,-0.219911,6.916423,-2.145898,6.335965,1156,229,-180,5779,-1793,5294
0.354039,1.403767,0.287106,-0.235794,6.915226,-2.084860,6.241416,1149,235,-193,5778,-1742,5215
0.354385,1.450193,0.204029,-0.227242,6.922407,-2.232069,6.314422,1187,167,-186,5784,-1865,5276
0.354729,1.412319,0.272446,-0.235794,6.929588,-2.367310,6.174394,1156,223,-193,5790,-1978,5159
0.355077,1.426980,0.287106,-0.280998,6.933178,-2.338586,6.194740,1168,235,-230,5793,-1954,5176
0.355422,1.441641,0.249233,-0.227242,6.936769,-2.250022,6.217480,1180,204,-186,5796,-1880,5195
0.355773,1.464854,0.279776,-0.212581,6.988232,-2.185393,6.112160,1199,229,-174,5839,-1826,5107
0.355960,1.457523,0.263894,-0.235794,6.965492,-2.283533,6.091814,1193,216,-193,5820,-1908,5090
0.356310,1.419650,0.256563,-0.219911,7.003791,-2.260793,6.015217,1162,210,-180,5852,-1889,5026
0.356662,1.419650,0.272446,-0.212581,7.056451,-2.265580,6.012824,1162,223,-174,5896,-1893,5024
0.357013,1.488066,0.211359,-0.182038,7.069616,-2.302682,6.004446,1218,173,-149,5907,-1924,5017
0.357364,1.502727,0.204029,-0.243124,7.070813,-2.221298,5.917078,1230,167,-199,5908,-1856,4944
0.357551,1.464854,0.211359,-0.250455,7.048073,-2.293107,5.845269,1199,173,-205,5889,-1916,4884
0.357901,1.533270,0.173486,-0.273667,7.161771,-2.295501,5.802183,1255,142,-224,5984,-1918,4848
0.358254,1.518610,0.211359,-0.250455,7.177330,-2.254809,5.797396,1243,173,-205,5997,-1884,4844
0.358589,1.563814,0.157603,-0.295659,7.197675,-2.306272,5.805774,1280,129,-242,6014,-1927,4851
0.358945,1.518610,0.166155,-0.265115,7.167755,-2.308666,5.784231,1243,136,-217,5989,-1929,4833
0.359134,1.518610,0.180816,-0.257785,7.170149,-2.252415,5.729177,1243,148,-211,5991,-1882,4787
0.359488,1.556483,0.180816,-0.257785,7.265894,-2.244038,5.711225,1274,148,-211,6071,-1875,4772
0.359844,1.495397,0.150273,-0.196698,7.241958,-2.293107,5.659762,1224,123,-161,6051,-1916,4729
0.360194,1.540601,0.204029,-0.250455,7.283847,-2.326618,5.690879,1261,167,-205,6086,-1944,4755
0.360541,1.547931,0.142942,-0.243124,7.286240,-2.234463,5.683698,1267,117,-199,6088,-1867,4749
0.360889,1.587027,0.089186,-0.212581,7.358049,-2.223692,5.680108,1299,73,-174,6148,-1858,4746
0.361236,1.525940,0.135612,-0.212581,7.389167,-2.218904,5.725587,1249,111,-174,6174,-1854,4784
0.361586,1.571144,0.150273,-0.167377,7.385576,-2.192574,5.759098,1286,123,-137,6171,-1832,4812
0.361933,1.616348,0.036652,-0.227242,7.411906,-2.178212,5.681305,1323,30,-186,6193,-1820,4747
0.362117,1.556483,0.105069,-0.182038,7.447811,-2.210527,5.686092,1274,86,-149,6223,-1847,4751
0.362581,1.547931,0.150273,-0.227242,7.420284,-2.107600,5.721996,1267,123,-186,6200,-1761,4781
0.362770,1.587027,0.135612,-0.182038,7.458582,-2.099222,5.798593,1299,111,-149,6232,-1754,4845
0.363171,1.609018,0.097738,-0.196698,7.482519,-2.066908,5.739949,1317,80,-161,6252,-1727,4796
0.363523,1.646891,0.059865,-0.250455,7.428662,-2.124356,5.713619,1348,49,-205,6207,-1775,4774
0.363875,1.639561,0.074525,-0.212581,7.419087,-2.029807,5.810561,1342,61,-174,6199,-1696,4855
0.364220,1.587027,0.105069,-0.212581,7.481322,-2.016642,5.763885,1299,86,-174,6251,-1685,4816
0.364408,1.639561,0.059865,-0.257785,7.476535,-1.969966,5.774657,1342,49,-211,6247,-1646,4825
0.364756,1.646891,0.074525,-0.182038,7.465763,-1.862252,5.793806,1348,61,-149,6238,-1556,4841
0.365100,1.700647,0.036652,-0.235794,7.574674,-1.784459,5.774657,1392,30,-193,6329,-1491,4825
0.365418,1.722639,-0.008552,-0.257785,7.535179,-1.863449,5.830907,1410,-7,-211,6296,-1557,4872
0.365764,1.707978,-0.001222,-0.219911,7.487306,-1.918502,5.842875,1398,-1,-180,6256,-1603,4882
0.366109,1.738521,-0.047647,-0.219911,7.579461,-1.784459,5.804577,1423,-39,-180,6333,-1491,4850
0.366417,1.707978,-0.024435,-0.243124,7.512439,-1.728208,5.897929,1398,-20,-199,6277,-1444,4928
0.366761,1.684765,-0.008552,-0.250455,7.483715,-1.755735,5.926653,1379,-7,-205,6253,-1467,4952
0.367105,1.693317,-0.008552,-0.243124,7.505258,-1.670761,5.887158,1386,-7,-199,6271,-1396,4919
0.367416,1.646891,-0.069639,-0.280998,7.567493,-1.662383,5.936227,1348,-57,-230,6323,-1389,4960
0.367761,1.670104,-0.017104,-0.189368,7.414300,-1.576212,5.907504,1367,-14,-155,6195,-1317,4936
0.368115,1.662774,-0.008552,-0.235794,7.431055,-1.558260,5.935030,1361,-7,-193,6209,-1302,4959
0.368417,1.715308,0.020769,-0.265115,7.446614,-1.510387,6.046335,1404,17,-217,6222,-1262,5052
0.368760,1.722639,-0.085521,-0.250455,7.445417,-1.564244,5.997265,1410,-70,-205,6221,-1307,5011
0.369104,1.646891,-0.076969,-0.243124,7.419087,-1.389508,6.039154,1348,-63,-199,6199,-1161,5046
0.369285,1.700647,-0.039095,-0.265115,7.517226,-1.464908,6.103782,1392,-32,-217,6281,-1224,5100
0.369742,1.715308,-0.031765,-0.219911,7.438236,-1.393098,6.151655,1404,-26,-180,6215,-1164,5140
0.370103,1.693317,-0.069639,-0.288328,7.440630,-1.364375,6.176788,1386,-57,-236,6217,-1140,5161
0.370285,1.722639,-0.062308,-0.311541,7.444220,-1.365572,6.259369,1410,-51,-255,6220,-1141,5230
0.370744,1.753182,-0.085521,-0.302989,7.435843,-1.458924,6.363492,1435,-70,-248,6213,-1219,5317
0.370926,1.745851,-0.107512,-0.311541,7.468157,-1.335651,6.401790,1429,-88,-255,6240,-1116,5349
0.371420,1.738521,-0.047647,-0.273667,7.481322,-1.402673,6.321603,1423,-39,-224,6251,-1172,5282
0.371601,1.722639,-0.107512,-0.318871,7.551934,-1.436184,6.485568,1410,-88,-261,6310,-1200,5419
0.371947,1.791055,-0.145386,-0.326202,7.567493,-1.490041,6.497536,1466,-119,-267,6323,-1245,5429
0.372286,1.722639,-0.062308,-0.257785,7.478928,-1.363178,6.392216,1410,-51,-211,6249,-1139,5341
0.372579,1.738521,-0.062308,-0.295659,7.596217,-1.382327,6.438892,1423,-51,-242,6347,-1155,5380
0.372908,1.806938,-0.085521,-0.288328,7.571083,-1.364375,6.525063,1479,-70,-236,6326,-1140,5452
0.373409,1.769064,-0.107512,-0.318871,7.597413,-1.464908,6.539424,1448,-88,-261,6348,-1224,5464
0.373749,1.806938,-0.107512,-0.311541,7.630924,-1.296156,6.493945,1479,-88,-255,6376,-1083,5426
0.374092,1.828929,-0.114843,-0.311541,7.597413,-1.303337,6.502323,1497,-94,-255,6348,-1089,5433
0.374271,1.814268,-0.069639,-0.318871,7.573477,-1.361981,6.541818,1485,-57,-261,6328,-1138,5466
0.374686,1.844811,-0.130725,-0.318871,7.583052,-1.516371,6.623202,1510,-107,-261,6336,-1267,5534
0.374875,1.769064,-0.092851,-0.302989,7.484912,-1.401476,6.627989,1448,-76,-248,6254,-1171,5538
0.375383,1.806938,-0.076969,-0.265115,7.645286,-1.387114,6.557377,1479,-63,-217,6388,-1159,5479
0.375566,1.791055,-0.130725,-0.302989,7.578264,-1.467301,6.662697,1466,-107,-248,6332,-1226,5567
0.375910,1.828929,-0.092851,-0.280998,7.690765,-1.389508,6.576526,1497,-76,-230,6426,-1161,5495
0.376253,1.828929,-0.062308,-0.257785,7.577067,-1.366768,6.748868,1497,-51,-211,6331,-1142,5639
0.376580,1.875355,-0.114843,-0.342084,7.568690,-1.396689,6.699798,1535,-94,-280,6324,-1167,5598
0.376925,1.852142,-0.069639,-0.342084,7.609382,-1.439774,6.728522,1516,-57,-280,6358,-1203,5622
0.377268,1.897346,-0.123395,-0.349415,7.685978,-1.397886,6.678256,1553,-101,-286,6422,-1168,5580
